customer_id,flight_date,flight_number,origin,destination,fare,cabin_class,distance_miles
C_0500,2022-11-23,AA911,CLT,DFW,294,Business,751
C_0034,2022-08-29,AA429,ORD,JFK,568,Business,3475
C_0063,2022-11-19,AA867,DFW,JFK,442,Economy,1176
C_0002,2022-04-27,AA923,DEN,JFK,821,Economy,4391
C_0190,2022-04-04,AA782,CLT,LAX,1674,Business,3550
C_0391,2022-06-12,AA482,ORD,CLT,1250,Economy,3414
C_0043,2022-04-09,AA261,ATL,LAX,1277,Business,3747
C_0095,2022-04-23,AA385,CLT,ORD,1719,First,3131
C_0274,2022-12-25,AA170,CLT,SFO,1667,Economy,4269
C_0148,2022-04-01,AA866,SFO,JFK,1606,Business,4185
C_0007,2022-12-12,AA553,ATL,ORD,960,Business,4341
C_0214,2022-07-25,AA985,ATL,CLT,1201,Economy,545
C_0308,2022-01-17,AA666,DEN,SFO,1268,Economy,3142
C_0293,2022-10-01,AA934,LAX,JFK,1267,Business,1276
C_0098,2022-06-22,AA496,SFO,LAX,233,Economy,1371
C_0302,2022-04-26,AA614,ATL,SFO,296,Economy,3970
C_0359,2022-12-15,AA125,ATL,DFW,1946,Business,3361
C_0042,2022-06-30,AA412,LAX,DFW,1945,Economy,432
C_0316,2022-04-01,AA225,DEN,DFW,373,Business,3998
C_0242,2022-03-23,AA507,SFO,DEN,209,Economy,4346
C_0384,2022-11-20,AA664,ATL,DFW,755,Economy,4960
C_0104,2022-04-24,AA297,DFW,ATL,671,First,4107
C_0247,2022-09-14,AA910,DEN,JFK,974,Economy,3899
C_0336,2022-02-27,AA287,SFO,DFW,115,Business,650
C_0078,2022-06-03,AA797,ATL,SFO,979,Business,1562
C_0124,2022-12-31,AA916,ATL,CLT,303,Business,550
C_0489,2022-04-26,AA909,LAX,ATL,332,Economy,2896
C_0032,2022-12-09,AA815,SFO,ATL,1133,Economy,1508
C_0422,2022-09-23,AA583,DFW,ATL,167,Business,4204
C_0167,2022-11-11,AA549,DEN,ORD,472,Economy,3125
C_0282,2022-07-22,AA622,ORD,SFO,605,Economy,-100
C_0030,2022-02-10,AA970,JFK,ORD,1795,Economy,444
C_0254,2022-04-15,AA453,DFW,ATL,85,Economy,4845
C_0169,2022-07-12,AA757,ORD,DEN,580,Business,4934
C_0359,2022-10-05,AA696,DFW,DFW,140,Business,4879
C_0393,2022-12-20,AA199,SFO,CLT,1374,First,2473
C_0032,2022-08-25,AA715,ORD,JFK,1797,Economy,640
C_0184,2022-08-09,AA657,SFO,SFO,1990,Business,3745
C_0053,2022-03-09,AA655,ORD,DEN,1992,Economy,1667
C_0391,2022-07-16,AA377,DFW,LAX,1807,Economy,611
C_0460,2022-09-13,AA792,LAX,ORD,1290,Economy,1013
C_0407,2022-05-19,AA798,DFW,DFW,1808,First,4541
C_0337,2022-11-08,AA725,SFO,DFW,1996,Business,4878
C_0436,2022-05-29,AA590,DFW,LAX,,First,1930
C_0149,2022-04-09,AA354,CLT,LAX,1529,Business,2174
C_0076,2022-03-17,AA480,CLT,SFO,580,Business,749
C_0470,2022-10-09,AA991,ORD,DFW,1882,Economy,2137
C_0407,2022-04-19,AA641,CLT,LAX,587,Business,403
C_0069,2022-07-07,AA363,JFK,DFW,1101,Economy,4646
C_0274,2022-07-18,AA709,ORD,DEN,1649,Economy,4614
C_0229,2022-10-30,AA924,CLT,SFO,1397,Economy,3788
C_0037,2022-11-23,AA978,ATL,CLT,1296,Economy,2736
C_0135,2022-06-03,AA428,DFW,LAX,129,Economy,306
C_0061,2022-02-09,AA214,DEN,DEN,612,Economy,4011
C_0131,2022-05-13,AA375,DFW,DEN,1531,Economy,2901
C_0001,2022-05-12,AA587,CLT,LAX,663,First,4097
C_0060,2022-10-06,AA380,LAX,SFO,225,Business,2419
C_0390,2022-12-28,AA374,SFO,DFW,571,Economy,4136
C_0380,2022-03-25,AA872,DEN,CLT,1822,Economy,4290
C_0327,2022-08-30,AA942,ORD,ATL,1530,Economy,1157
C_0347,2022-04-26,AA818,LAX,DFW,472,Economy,2775
C_0442,2022-04-19,AA995,DFW,JFK,1173,Economy,2567
C_0031,2022-08-09,AA427,CLT,LAX,1963,First,1260
C_0264,2022-02-10,AA310,ORD,ORD,1813,Economy,2746
C_0462,2022-05-27,AA826,ORD,SFO,1476,Economy,3936
C_0375,2022-04-22,AA651,ATL,LAX,625,Economy,3966
C_0399,2022-04-13,AA125,ATL,JFK,1453,Economy,1872
C_0007,2022-02-15,AA126,CLT,DEN,580,Economy,601
C_0391,2022-11-20,AA801,CLT,ORD,381,Economy,801
C_0417,2022-09-28,AA182,JFK,ORD,1391,First,3199
C_0425,2022-07-14,AA995,ATL,DFW,702,Economy,4513
C_0441,2022-10-07,AA781,SFO,ATL,1610,Economy,4481
C_0135,2022-10-10,AA512,DEN,DFW,789,Economy,3652
C_0443,2022-02-09,AA266,ORD,SFO,1162,Economy,3834
C_0020,2022-07-08,AA799,ATL,ORD,1677,Economy,487
C_0327,2022-06-13,AA268,CLT,CLT,560,Economy,287
C_0434,2022-01-24,AA900,JFK,CLT,91,Economy,2405
C_0142,2022-01-24,AA328,CLT,ORD,934,Economy,3167
C_0374,2022-01-04,AA708,CLT,CLT,1880,Economy,4450
C_0143,2022-11-19,AA466,CLT,CLT,1999,Economy,3734
C_0210,2022-10-17,AA627,DFW,ATL,1462,Economy,419
C_0394,2022-06-30,AA890,DEN,SFO,130,Economy,1682
C_0483,2022-09-05,AA746,ATL,LAX,451,Economy,3438
C_0475,2022-04-26,AA637,ORD,ATL,156,Economy,521
C_0125,2022-10-06,AA963,DFW,DEN,1184,Economy,2938
C_0491,2022-12-31,AA623,CLT,DFW,1350,Economy,2036
C_0321,2022-03-10,AA171,SFO,CLT,1287,Economy,2759
C_0439,2022-12-17,AA744,ORD,LAX,1816,Economy,1768
C_0412,2022-09-11,AA205,DFW,DFW,1891,Economy,2522
C_0354,2022-06-30,AA831,SFO,CLT,555,First,4920
C_0432,2022-11-14,AA984,SFO,ATL,1194,Business,3163
C_0003,2022-06-18,AA788,DEN,LAX,1207,Business,552
C_0444,2022-11-09,AA381,ORD,ATL,1891,Business,1228
C_0497,2022-09-06,AA232,ATL,DEN,769,First,4770
C_0131,2022-07-07,AA633,ATL,JFK,1444,Business,2209
C_0075,2022-02-23,AA368,JFK,ORD,306,Economy,1127
C_0324,2022-11-22,AA511,DFW,SFO,1770,Economy,229
C_0478,2022-12-23,AA772,JFK,LAX,1871,Economy,2740
C_0423,2022-11-09,AA718,LAX,ORD,1003,Economy,4019
C_0438,2022-05-18,AA890,ATL,JFK,1948,First,694
C_0160,2022-06-17,AA964,DFW,LAX,1253,Economy,4683
C_0272,2022-04-13,AA846,DEN,ORD,USD 360,Business,1072
C_0017,2022-03-26,AA117,JFK,ORD,1121,Economy,1034
C_0395,2022-11-13,AA853,DEN,LAX,1672,Economy,3524
C_0356,2022-07-31,AA216,DEN,ORD,946,Economy,829
C_0032,2022-01-03,AA897,CLT,ORD,68,Economy,3186
C_0377,2022-06-28,AA893,CLT,LAX,1119,Economy,229
C_0483,2022-12-08,AA243,DEN,SFO,500,Business,3982
C_0374,2022-10-30,AA816,JFK,ORD,947,Business,1006
C_0155,2022-11-28,AA650,CLT,ORD,1129,Business,2168
C_0112,2022-02-07,AA765,LAX,SFO,790,Economy,3668
C_0098,2022-08-27,AA787,SFO,DFW,1730,Business,3780
C_0261,2022-06-18,AA852,SFO,DEN,1165,Economy,2160
C_0345,2022-12-09,AA521,CLT,DFW,131,Economy,4539
C_0092,2022-11-10,AA997,JFK,CLT,786,Business,420
C_0146,2022-11-02,AA468,SFO,JFK,128,Economy,1543
C_0003,2022-01-30,AA745,ORD,DFW,1735,Economy,4826
C_0284,2022-07-09,AA657,SFO,DFW,1946,Economy,2462
C_0450,2022-12-23,AA149,ATL,JFK,332,Business,2614
C_0290,2022-01-25,AA777,JFK,ORD,1384,Economy,2361
C_0342,2022-04-22,AA205,CLT,ORD,1046,Economy,4320
C_0406,2022-07-25,AA315,CLT,DFW,209,Economy,3181
C_0373,2022-07-04,AA757,SFO,JFK,1389,Business,1057
C_0286,2022-02-16,AA524,JFK,ORD,1950,Business,972
C_0482,2022-08-16,AA171,LAX,ATL,1741,Economy,2692
C_0048,2022-02-08,AA941,ORD,LAX,1229,Economy,219
C_0065,2022-01-16,AA884,CLT,LAX,937,Economy,1005
C_0221,2022-01-22,AA858,JFK,DEN,1787,Economy,1580
C_0445,2022-08-01,AA545,CLT,LAX,517,Business,2375
C_0147,2022-11-06,AA285,CLT,DFW,1994,Economy,2605
C_0467,2022-05-29,AA169,ATL,LAX,902,Economy,3563
C_0489,2022-08-29,AA249,SFO,LAX,511,Business,3626
C_0180,2022-09-29,AA345,ATL,ATL,903,Economy,1080
C_0297,2022-02-28,AA873,SFO,ORD,166,Business,3308
C_0349,2022-10-14,AA637,CLT,ATL,1739,Business,1533
C_0491,2022-07-21,AA751,JFK,DFW,413,Business,1884
C_0353,2022-02-01,AA198,DEN,LAX,1916,Economy,3164
C_0499,2022-06-11,AA377,SFO,SFO,1704,Economy,1805
C_0081,2022-09-12,AA662,DEN,ORD,1784,First,2757
C_0358,2022-09-11,AA762,ORD,DEN,1986,Economy,643
C_0193,2022-01-09,AA554,ATL,DEN,515,Economy,2242
C_0434,2022-05-19,AA203,DEN,CLT,1848,Economy,978
C_0297,2022-01-10,AA700,ATL,CLT,233,Economy,3359
C_0123,2022-08-02,AA752,SFO,LAX,709,First,1946
C_0289,2022-09-30,AA824,SFO,LAX,1239,Economy,4140
C_0228,2022-11-20,AA332,ORD,DEN,124,Economy,620
C_0470,2022-02-17,AA493,SFO,DEN,1821,Business,2051
C_0082,2022-04-21,AA600,CLT,SFO,875,First,2308
C_0401,2022-06-02,AA794,ORD,DFW,1345,Economy,4874
C_0480,2022-05-03,AA350,DEN,LAX,1764,Economy,4196
C_0084,2022-12-23,AA620,SFO,DEN,552,Economy,1558
C_0243,2022-04-12,AA178,JFK,SFO,844,Economy,4110
C_0439,2022-08-29,AA151,DFW,JFK,1636,Business,2826
C_0215,2022-11-17,AA997,LAX,DEN,636,Economy,2887
C_0476,2022-07-10,AA880,CLT,ORD,705,Economy,4406
C_0174,2022-08-05,AA325,DFW,ORD,1416,Economy,690
C_0346,2022-02-20,AA150,DFW,JFK,749,Economy,1495
C_0443,2022-10-19,AA285,ATL,CLT,684,Economy,2281
C_0327,2022-03-22,AA133,CLT,DFW,893,Economy,3571
C_0105,2022-03-29,AA902,CLT,CLT,1324,Business,2372
C_0057,2022-07-13,AA841,ORD,LAX,1881,Economy,3374
C_0276,2022-04-14,AA230,ATL,CLT,884,First,4264
C_0169,2022-09-28,AA731,DEN,LAX,1203,Economy,3953
C_0239,2022-04-06,AA542,LAX,DEN,813,Economy,4029
C_0075,2022-07-17,AA937,DEN,ORD,407,Economy,2149
C_0455,2022-01-01,AA858,JFK,DFW,741,Economy,3580
C_0294,2022-06-16,AA531,LAX,DFW,1481,Economy,611
C_0283,2022-05-06,AA803,ATL,DFW,1934,Economy,1622
C_0393,2022-11-09,AA596,SFO,DEN,1568,Business,3181
C_0196,2022-03-22,AA502,SFO,LAX,671,Business,1876
C_0497,2022-09-08,AA422,ATL,DFW,531,Economy,1846
C_0422,2022-06-18,AA309,DEN,DEN,1029,Economy,2911
C_0477,2022-03-14,AA714,ATL,DEN,1923,Business,4159
C_0369,2022-05-21,AA428,ATL,JFK,1151,Economy,1439
C_0218,2022-03-11,AA471,DFW,ATL,1027,First,802
C_0153,2022-09-19,AA559,JFK,CLT,1587,Business,2137
C_0270,2022-12-06,AA232,CLT,DFW,1394,Economy,225
C_0037,2022-11-04,AA934,SFO,ATL,1861,Economy,4879
C_0178,2022-09-02,AA750,DFW,LAX,339,Economy,1267
C_0348,2022-01-03,AA220,ATL,DEN,1370,Business,579
C_0200,2022-12-03,AA705,ORD,SFO,1754,Economy,1484
C_0170,2022-03-04,AA551,DFW,CLT,801,Business,4664
C_0459,2022-02-18,AA228,ATL,CLT,1548,Economy,3382
C_0310,2022-03-17,AA190,SFO,DFW,72,Economy,3947
C_0125,2022-06-24,AA703,CLT,SFO,855,Economy,2456
C_0163,2022-04-19,AA674,ATL,ORD,221,Economy,-100
C_0379,2022-07-02,AA128,JFK,LAX,884,Economy,4320
C_0287,2022-07-11,AA821,DEN,JFK,367,Economy,745
C_0354,2022-03-06,AA623,LAX,JFK,957,Economy,474
C_0250,2022-12-03,AA432,DFW,ATL,847,Economy,3641
C_0379,2022-09-28,AA396,DFW,DEN,1040,Economy,2469
C_0430,2022-04-10,AA229,DFW,ATL,904,Business,3308
C_0228,2022-02-01,AA392,ATL,ORD,1266,Economy,3122
C_0145,2022-12-18,AA272,CLT,ORD,730,Economy,3587
C_0113,2022-05-08,AA819,JFK,CLT,965,Business,2070
C_0341,2022-12-05,AA123,CLT,JFK,1191,Business,4213
C_0346,2022-02-12,AA198,ATL,SFO,1079,Economy,310
C_0489,2022-03-19,AA505,ATL,DFW,892,Economy,1955
C_0092,2022-11-10,AA455,DEN,JFK,532,Business,1567
C_0181,2022-10-16,AA238,ORD,JFK,181,Business,1728
C_0128,2022-09-27,AA602,JFK,SFO,1166,Business,751
C_0278,2022-06-11,AA925,DFW,CLT,1836,Economy,333
C_0442,2022-07-08,AA273,LAX,CLT,1595,Economy,3111
C_0169,2022-09-04,AA128,DFW,SFO,1636,Economy,2213
C_0259,2022-08-04,AA595,CLT,ORD,910,Business,3462
C_0348,2022-11-11,AA754,ATL,SFO,343,Economy,1260
C_0063,2022-12-05,AA927,JFK,ATL,690,Economy,2707
C_0484,2022-06-17,AA450,SFO,ORD,1049,Business,2222
C_0322,2022-12-05,AA653,JFK,SFO,441,Economy,2386
C_0302,2022-07-12,AA398,JFK,DEN,298,Economy,2865
C_0212,2022-10-10,AA819,ORD,ORD,1687,Economy,3370
C_0488,2022-12-02,AA941,DFW,ORD,1922,Economy,2927
C_0242,2022-01-13,AA291,ORD,JFK,1668,Economy,3535
C_0484,2022-08-28,AA771,SFO,DFW,752,Economy,2846
C_0136,2022-11-16,AA163,SFO,JFK,1490,Economy,795
C_0039,2022-05-27,AA854,DEN,LAX,1216,Economy,4306
C_0409,2022-07-23,AA869,CLT,ORD,1310,Economy,2574
C_0463,2022-03-21,AA763,LAX,SFO,336,Economy,3621
C_0350,2022-02-12,AA314,DEN,SFO,326,Economy,2478
C_0303,2022-03-30,AA933,ATL,SFO,436,Economy,1364
C_0418,2022-05-28,AA265,ORD,ORD,1455,Economy,817
C_0068,2022-04-05,AA642,ORD,SFO,499,Economy,4344
C_0057,2022-05-31,AA982,DEN,LAX,340,Economy,650
C_0470,2022-01-02,AA331,ATL,ORD,1242,Economy,1998
C_0153,2022-01-22,AA893,JFK,SFO,492,Economy,4786
C_0201,2022-11-09,AA640,ATL,ORD,705,Economy,2092
C_0087,2022-11-24,AA294,DFW,DEN,1257,Business,2654
C_0318,2022-01-07,AA605,DEN,ORD,1118,Economy,2422
C_0039,2022-07-25,AA433,CLT,LAX,1828,Economy,4008
C_0248,2022-04-24,AA867,ATL,JFK,876,Economy,1484
C_0114,2022-09-29,AA892,JFK,ORD,1341,Business,2727
C_0378,2022-03-24,AA403,ATL,DFW,525,Economy,1957
C_0204,2022-06-28,AA932,ORD,LAX,302,Economy,422
C_0206,2022-07-29,AA536,LAX,ATL,1469,Economy,4564
C_0135,2022-11-24,AA422,ORD,DEN,338,Economy,1100
C_0351,2022-05-04,AA601,CLT,LAX,1285,First,2565
C_0262,2022-04-23,AA957,SFO,JFK,1049,Economy,4680
C_0471,2022-01-12,AA492,LAX,SFO,1762,Business,1809
C_0438,2022-05-06,AA905,SFO,SFO,70,Economy,4921
C_0123,2022-02-22,AA698,ATL,LAX,365,Economy,3490
C_0083,2022-11-27,AA248,DFW,ATL,613,Economy,1423
C_0213,2022-10-10,AA860,CLT,SFO,1511,Economy,2107
C_0275,2022-05-20,AA932,ATL,DEN,1496,Economy,1562
C_0175,2022-04-07,AA504,JFK,DFW,1306,Economy,2951
C_0275,2022-01-05,AA382,ATL,ATL,172,Economy,4169
C_0236,2022-02-26,AA461,LAX,CLT,923,Business,1468
C_0034,2022-11-30,AA478,ORD,CLT,1009,Economy,1431
C_0171,2022-03-10,AA297,DFW,LAX,1685,Economy,4268
C_0141,2022-04-28,AA655,SFO,ATL,263,Economy,1947
C_0420,2022-02-28,AA455,ATL,SFO,1995,Economy,2758
C_0025,2022-02-02,AA639,ATL,SFO,888,Economy,937
C_0097,2022-11-14,AA528,ORD,LAX,696,Business,4636
C_0312,2022-02-19,AA116,DFW,SFO,1017,First,3179
C_0021,2022-01-19,AA738,DEN,SFO,1903,Economy,2151
C_0290,2022-08-02,AA478,SFO,DFW,779,Economy,1981
C_0110,2022-07-16,AA779,ATL,DFW,649,Economy,729
C_0281,2022-02-16,AA605,ATL,JFK,841,Business,4329
C_0082,2022-06-16,AA855,DEN,DFW,89,Economy,4618
C_0107,2022-10-16,AA998,SFO,ORD,801,Economy,1404
C_0267,2022-05-21,AA175,LAX,ATL,1405,First,2186
C_0275,2022-03-25,AA330,LAX,ATL,992,Business,546
C_0177,2022-07-01,AA815,CLT,LAX,697,Economy,1415
C_0433,2022-03-20,AA347,CLT,DFW,231,First,2968
C_0418,2022-08-03,AA401,JFK,JFK,314,Economy,444
C_0386,2022-01-14,AA825,ORD,SFO,820,Economy,2925
C_0286,2022-08-03,AA314,DFW,JFK,1767,Economy,3251
C_0109,2022-05-08,AA257,ATL,JFK,1606,Business,332
C_0038,2022-11-06,AA168,SFO,DEN,912,Economy,1570
C_0271,2022-09-05,AA492,ATL,SFO,481,Economy,2296
C_0331,2022-01-29,AA184,CLT,ORD,1269,First,1287
C_0216,2022-10-07,AA366,JFK,DFW,1797,Economy,1847
C_0316,2022-12-04,AA168,SFO,SFO,558,Business,2091
C_0132,2022-11-15,AA710,SFO,JFK,496,Economy,1920
C_0339,2022-07-21,AA446,ATL,SFO,577,Economy,4202
C_0221,2022-12-27,AA827,ORD,ORD,1275,Economy,2460
C_0270,2022-02-26,AA772,JFK,ATL,924,Business,318
C_0370,2022-08-06,AA522,ORD,LAX,1803,Economy,3103
C_0337,2022-03-03,AA705,JFK,DFW,1678,Economy,3008
C_0264,2022-06-06,AA273,ATL,DFW,1206,Economy,1094
C_0077,2022-07-21,AA776,JFK,DEN,1212,Business,1465
C_0215,2022-01-17,AA214,LAX,ATL,718,Economy,562
C_0093,2022-11-18,AA319,SFO,DFW,1566,Economy,1973
C_0367,2022-01-06,AA130,DFW,DEN,896,Economy,-100
C_0139,2022-02-27,AA622,ATL,DEN,119,Business,1906
C_0080,2022-11-21,AA442,DEN,DEN,865,Economy,3665
C_0050,2022-11-14,AA476,DFW,CLT,1088,Economy,4567
C_0236,2022-06-18,AA229,ATL,DFW,1820,First,1989
C_0343,2022-03-23,AA716,DFW,DFW,1285,Business,2593
C_0332,2022-08-07,AA638,LAX,DFW,1875,Economy,3810
C_0294,2022-06-26,AA838,DFW,ORD,1133,First,3894
C_0152,2022-07-23,AA101,JFK,DEN,1325,,2480
C_0095,2022-03-12,AA970,CLT,ORD,495,Economy,1189
C_0166,2022-09-23,AA200,DFW,LAX,1075,Economy,3880
C_0484,2022-04-08,AA632,ATL,DFW,1821,Economy,2663
C_0381,2022-12-11,AA157,DEN,CLT,1409,Business,1104
C_0446,2022-10-18,AA488,DEN,SFO,68,Economy,3244
C_0440,2022-07-27,AA791,CLT,ATL,610,Economy,3597
C_0321,2022-01-02,AA440,ORD,CLT,1151,Economy,4197
C_0090,2022-05-04,AA960,CLT,JFK,521,Economy,1110
C_0017,2022-10-07,AA119,SFO,LAX,77,Economy,2807
C_0356,2022-03-15,AA354,DFW,SFO,609,Economy,1945
C_0401,2022-06-15,AA416,DEN,JFK,657,Economy,2323
C_0229,2022-01-22,AA137,CLT,JFK,1238,Business,4542
C_0283,2022-06-03,AA759,DFW,DFW,507,Economy,2051
C_0345,2022-10-22,AA636,SFO,ATL,994,Economy,4871
C_0222,2022-08-07,AA485,DEN,JFK,1950,Economy,3965
C_0233,2022-06-06,AA732,SFO,DEN,1249,Economy,1815
C_0281,2022-08-18,AA125,DFW,SFO,1658,First,2590
C_0358,2022-01-20,AA553,ATL,CLT,1033,Business,2962
C_0352,2022-02-10,AA780,DFW,CLT,917,Economy,1405
C_0204,2022-05-28,AA422,CLT,JFK,1065,Economy,4226
C_0433,2022-04-18,AA836,SFO,LAX,78,Economy,2879
C_0314,2022-03-25,AA612,ATL,ATL,718,Economy,2646
C_0469,2022-11-18,AA918,ATL,ATL,875,Economy,3512
C_0490,2022-11-05,AA872,ORD,CLT,865,Business,4587
C_0482,2022-10-17,AA112,DEN,JFK,328,Business,2301
C_0380,2022-11-19,AA659,JFK,ATL,332,Economy,3416
C_0257,2022-05-14,AA924,ATL,LAX,1552,Business,3869
C_0397,2022-07-26,AA470,SFO,CLT,1052,Business,3230
C_0437,2022-10-10,AA390,DEN,SFO,1592,Business,2724
C_0277,2022-09-23,AA431,LAX,LAX,354,First,4317
C_0257,2022-03-14,AA705,DFW,LAX,743,Economy,3507
C_0461,2022-12-18,AA360,CLT,DEN,158,Economy,2942
C_0159,2022-02-17,AA889,SFO,DFW,373,Business,2161
C_0317,2022-11-22,AA970,LAX,JFK,1279,Business,4825
C_0471,2022-08-21,AA304,SFO,SFO,1307,First,3821
C_0259,2022-04-10,AA796,DFW,CLT,507,Economy,300
C_0203,2022-02-28,AA786,ORD,ATL,1260,Economy,1513
C_0413,2022-09-15,AA486,SFO,LAX,531,Economy,3648
C_0176,2022-03-06,AA991,ATL,CLT,971,Economy,3444
C_0082,2022-03-24,AA920,JFK,JFK,1480,Economy,2101
C_0446,2022-06-03,AA567,ATL,SFO,1914,Economy,4874
C_0025,2022-09-23,AA514,DFW,SFO,1582,Economy,1414
C_0418,2022-11-05,AA168,SFO,JFK,1942,Economy,3826
C_0018,2022-03-20,AA571,JFK,DFW,569,Economy,989
C_0497,2022-11-11,AA203,ATL,DEN,1126,Economy,1566
C_0449,2022-05-30,AA857,JFK,ATL,1471,Economy,3823
C_0284,2022-02-17,AA260,CLT,DEN,1272,Economy,702
C_0260,2022-09-05,AA299,DFW,SFO,440,First,372
C_0375,2022-10-05,AA315,ORD,ATL,1722,Economy,1086
C_0116,2022-12-22,AA311,ORD,SFO,820,Economy,1617
C_0149,2022-04-08,AA607,SFO,LAX,1919,Business,3732
C_0326,2022-01-25,AA115,ATL,LAX,962,Economy,4568
C_0021,2022-10-11,AA597,LAX,JFK,1571,Business,-100
C_0485,2022-10-28,AA983,DFW,ATL,1245,Economy,1609
C_0094,2022-03-09,AA431,ATL,ATL,135,First,3123
C_0148,2022-01-07,AA816,ATL,SFO,607,Economy,2110
C_0126,2022-11-01,AA976,ORD,DEN,907,First,460
C_0425,2022-05-17,AA650,SFO,LAX,1259,Business,3552
C_0224,2022-06-13,AA700,JFK,ORD,1229,Economy,1552
C_0437,2022-03-24,AA355,DFW,JFK,1566,Economy,1699
C_0121,2022-05-18,AA865,CLT,CLT,1983,Economy,4573
C_0128,2022-03-14,AA827,JFK,ATL,1594,Economy,2340
C_0446,2022-08-25,AA979,DEN,DFW,1700,Economy,3206
C_0287,2022-02-15,AA914,DEN,DFW,715,First,3818
C_0356,2022-04-16,AA271,DFW,ORD,1203,Economy,1022
C_0153,2022-10-15,AA748,SFO,LAX,892,Economy,731
C_0325,2022-09-19,AA597,LAX,LAX,1154,Business,3020
C_0200,2022-06-25,AA570,DEN,LAX,1457,Economy,366
C_0273,2022-06-15,AA483,ORD,DEN,1875,Economy,4531
C_0463,2022-05-25,AA789,LAX,SFO,1732,Business,1255
C_0148,2022-11-26,AA688,ATL,DFW,344,Business,1454
C_0301,2022-10-10,AA799,DEN,LAX,318,Economy,4486
C_0367,2022-02-23,AA606,ORD,DFW,694,First,4207
C_0221,2022-06-27,AA626,ATL,ORD,1635,Economy,4908
C_0228,2022-09-01,AA903,LAX,JFK,584,Economy,1731
C_0306,2022-12-07,AA930,DFW,SFO,1451,Economy,3728
C_0179,2022-05-07,AA424,ATL,DEN,1449,Economy,4242
C_0376,2022-09-28,AA313,JFK,ATL,137,Economy,1172
C_0476,2022-05-12,AA307,DFW,ORD,974,Economy,4024
C_0456,2022-04-03,AA268,DFW,SFO,1697,Business,4944
C_0462,2022-03-14,AA429,LAX,DFW,160,Economy,305
C_0417,2022-09-05,AA379,LAX,ORD,633,Business,1804
C_0098,2022-12-14,AA404,ORD,ATL,1227,Economy,3973
C_0116,2022-09-30,AA245,ORD,SFO,1536,First,4487
C_0123,2022-02-12,AA874,JFK,DEN,1642,Economy,1202
C_0285,2022-02-10,AA615,DFW,CLT,818,Economy,4930
C_0406,2022-06-19,AA189,CLT,JFK,1229,Economy,284
C_0195,2022-07-31,AA552,SFO,ATL,,Business,3195
C_0240,2022-06-17,AA159,JFK,SFO,1391,Business,3487
C_0215,2022-02-08,AA410,JFK,DEN,1632,Economy,4365
C_0003,2022-09-02,AA627,SFO,DFW,287,Economy,353
C_0248,2022-05-31,AA326,SFO,ATL,383,Economy,1661
C_0262,2022-04-21,AA573,SFO,CLT,155,First,3012
C_0168,2022-02-16,AA640,LAX,ORD,1555,First,2219
C_0471,2022-03-04,AA762,JFK,LAX,1772,First,1297
C_0332,2022-08-13,AA856,JFK,ORD,1744,Business,770
C_0453,2022-03-10,AA881,ATL,DFW,1783,First,348
C_0261,2022-10-26,AA178,SFO,SFO,431,Economy,3777
C_0003,2022-10-17,AA532,SFO,CLT,738,Business,2891
C_0260,2022-10-23,AA900,ORD,JFK,310,Business,2309
C_0447,2022-07-22,AA252,ORD,ATL,1872,First,2118
C_0216,2022-03-02,AA888,DFW,SFO,1366,Economy,-100
C_0261,2022-11-14,AA500,ORD,JFK,1408,Economy,1912
C_0445,2022-11-10,AA378,DEN,DFW,704,Economy,2692
C_0479,2022-06-10,AA156,DFW,ATL,869,Economy,1544
C_0057,2022-11-27,AA285,CLT,DEN,758,Economy,4165
C_0355,2022-01-16,AA497,SFO,DEN,525,Economy,1306
C_0170,2022-12-04,AA704,ATL,SFO,1298,Economy,3705
C_0083,2022-04-04,AA887,ORD,ORD,956,Economy,4312
C_0440,2022-10-31,AA257,ATL,SFO,604,Economy,782
C_0200,2022-05-18,AA886,ORD,ORD,1527,Economy,4550
C_0156,2022-12-04,AA792,ORD,CLT,712,First,2890
C_0311,2022-02-07,AA458,ATL,DFW,1369,Business,4856
C_0422,2022-05-07,AA539,JFK,DEN,624,Economy,2780
C_0279,2022-10-02,AA688,JFK,CLT,691,Business,519
C_0135,2022-06-13,AA565,JFK,ATL,1840,Business,4515
C_0294,2022-11-15,AA762,DEN,DEN,512,Economy,4994
C_0205,2022-03-18,AA545,JFK,ORD,904,Economy,1637
C_0365,2022-06-23,AA849,ORD,SFO,1287,Economy,231
C_0185,2022-12-24,AA900,SFO,DFW,634,Economy,914
C_0085,2022-11-17,AA842,LAX,DEN,992,Business,1239
C_0293,2022-04-01,AA587,ATL,CLT,665,Economy,608
C_0390,2022-08-26,AA629,SFO,DFW,207,Economy,1327
C_0138,2022-09-21,AA172,LAX,CLT,321,First,906
C_0411,2022-06-28,AA800,SFO,DEN,1900,Economy,4039
C_0372,2022-07-28,AA116,DEN,SFO,1311,Business,3223
C_0218,2022-03-14,AA630,LAX,JFK,1376,Economy,3859
C_0106,2022-04-17,AA830,CLT,SFO,1957,Economy,982
C_0057,2022-12-11,AA425,DFW,DEN,719,Economy,2379
C_0092,2022-10-22,AA731,JFK,ORD,670,Economy,1378
C_0272,2022-10-11,AA712,CLT,SFO,570,Economy,2606
C_0370,2022-12-19,AA645,DEN,ATL,1394,Economy,3007
C_0059,2022-07-01,AA695,SFO,ORD,108,Economy,4460
